row_id,QuestionId,QuestionText,MC_Answer,StudentExplanation,Category,Misconception
18204,32833,Calculate \( \frac{2}{3} \times 5 \),\( 5 \frac{2}{3} \),"You can turn the number into an improper fraction, for example 1 / 2.",False_Neither,NA
18205,32833,Calculate \( \frac{2}{3} \times 5 \),\( 5 \frac{2}{3} \),because 3/10 was the answer to the calculation but it was a improper fraction so 3/10 is the same as 3 1/3,False_Neither,NA
18206,32833,Calculate \( \frac{2}{3} \times 5 \),\( 5 \frac{2}{3} \),because 3x5=15 and 5x2=10 the answer is 10/15 and you can simplify that to 5wholes and 10/15,False_Misconception,Duplication
18207,32833,Calculate \( \frac{2}{3} \times 5 \),\( 5 \frac{2}{3} \),because 5 is a whole number,False_Neither,NA
18208,32833,Calculate \( \frac{2}{3} \times 5 \),\( 5 \frac{2}{3} \),because five is a whole number.,False_Neither,NA
18209,32833,Calculate \( \frac{2}{3} \times 5 \),\( 5 \frac{2}{3} \),because i believe it to be the right answer,False_Neither,NA
18210,32833,Calculate \( \frac{2}{3} \times 5 \),\( 5 \frac{2}{3} \),because if you times 5 by 3 you get 15 and then add the 2 and you get 17 as your numerator but the denominator stays the same so its 17/3.but because its an improper fraction you can turn it into a mixed number,False_Neither,NA
18211,32833,Calculate \( \frac{2}{3} \times 5 \),\( 5 \frac{2}{3} \),because it looks like the same question on there but without the times,False_Neither,NA
18212,32833,Calculate \( \frac{2}{3} \times 5 \),\( 5 \frac{2}{3} \),because when you multiply a fraction you leave the bottom one as it as and then you multiply the top,False_Neither,NA
18213,32833,Calculate \( \frac{2}{3} \times 5 \),\( 5 \frac{2}{3} \),"c is correct because when you multiply 5 by 1 and then times it by 2 thirds, the answer willl be b.",False_Neither,NA
18214,32833,Calculate \( \frac{2}{3} \times 5 \),\( 5 \frac{2}{3} \),cos it is the same as the overs and i just guessed as well,False_Neither,NA
18215,32833,Calculate \( \frac{2}{3} \times 5 \),\( 5 \frac{2}{3} \),i  chose c because   if you turn five  into  5/1 and then times it by  2/3 you will get c.,False_Misconception,Wrong_Operation
18216,32833,Calculate \( \frac{2}{3} \times 5 \),\( 5 \frac{2}{3} \),"i believe this becausee 2x5=10 and you don't multiply the denominator so then you convert it into a mixed number. therefore, the answer is c.",False_Correct,NA
18217,32833,Calculate \( \frac{2}{3} \times 5 \),\( 5 \frac{2}{3} \),"i chose c because i did 2/3x5/1,then i flipped it around to 2/3x1/5 and got 2/15.",False_Misconception,Inversion
18218,32833,Calculate \( \frac{2}{3} \times 5 \),\( 5 \frac{2}{3} \),i did 5 x 3 then i added the top to it,False_Neither,NA
18219,32833,Calculate \( \frac{2}{3} \times 5 \),\( 5 \frac{2}{3} \),"i do believe thatt is the right answer, however.",False_Neither,NA
18220,32833,Calculate \( \frac{2}{3} \times 5 \),\( 5 \frac{2}{3} \),i do not remember whether it was by the numarator or by his dinomarator.,False_Neither,NA
18221,32833,Calculate \( \frac{2}{3} \times 5 \),\( 5 \frac{2}{3} \),i don’t know why i chose this one but i feel like this is the one!,False_Neither,NA
18222,32833,Calculate \( \frac{2}{3} \times 5 \),\( 5 \frac{2}{3} \),i forget if i was going to time by the numarator or by the dinomarator,False_Neither,NA
18223,32833,Calculate \( \frac{2}{3} \times 5 \),\( 5 \frac{2}{3} \),"i got this by using my knowledge of fractions and remembering that if you do 2/3 x a whole number, you just put the whole number first with the fraction",False_Neither,NA
18224,32833,Calculate \( \frac{2}{3} \times 5 \),\( 5 \frac{2}{3} \),i have just done this q,False_Neither,NA
18225,32833,Calculate \( \frac{2}{3} \times 5 \),\( 5 \frac{2}{3} \),i know this because i used my white board to do 5 x 2 and 5 x 3 and then simplified,False_Misconception,Duplication
18226,32833,Calculate \( \frac{2}{3} \times 5 \),\( 5 \frac{2}{3} \),i madr it 5 x 3 and then added the top.,False_Misconception,Inversion
18227,32833,Calculate \( \frac{2}{3} \times 5 \),\( 5 \frac{2}{3} \),i think it is c because 5 x 3=15 and 15 + 2=17,False_Neither,NA
18228,32833,Calculate \( \frac{2}{3} \times 5 \),\( 5 \frac{2}{3} \),i think its c because the 5 can be a whole number,False_Neither,NA
18229,32833,Calculate \( \frac{2}{3} \times 5 \),\( 5 \frac{2}{3} \),i think this because 2x5=10 and you don't multiply the denominator so then you convert it into a mixed number. therefore the answer is c.,False_Neither,NA
18230,32833,Calculate \( \frac{2}{3} \times 5 \),\( 5 \frac{2}{3} \),"i think this because 3x5= 15, 15+2=17, and 17/3= 5 and 2/3",False_Neither,NA
18231,32833,Calculate \( \frac{2}{3} \times 5 \),\( 5 \frac{2}{3} \),i think this because 5 times 2 = 10 and 3 would be the sames so it would be c,False_Neither,NA
18232,32833,Calculate \( \frac{2}{3} \times 5 \),\( 5 \frac{2}{3} \),i think this because 5×3 = 15 and then carry the 2 over so it would be 2/15.,False_Misconception,Inversion
18233,32833,Calculate \( \frac{2}{3} \times 5 \),\( 5 \frac{2}{3} \),"i think this because i did not know that answer well. therefore, i chose what ever came to my mind first when i saw the question.",False_Neither,NA
18234,32833,Calculate \( \frac{2}{3} \times 5 \),\( 5 \frac{2}{3} \),i think this because it is just 2/3 x 5 and i just pig them to get hegethe €€€,False_Neither,NA
18235,32833,Calculate \( \frac{2}{3} \times 5 \),\( 5 \frac{2}{3} \),i think this because it makes sense,False_Neither,NA
18236,32833,Calculate \( \frac{2}{3} \times 5 \),\( 5 \frac{2}{3} \),i think this because of i did not no that answer well so i picked what ever came to my mind first when i saw the question,False_Neither,NA
18237,32833,Calculate \( \frac{2}{3} \times 5 \),\( 5 \frac{2}{3} \),i think this because you add the 5 and the 2/3,False_Misconception,Wrong_Operation
18238,32833,Calculate \( \frac{2}{3} \times 5 \),\( 5 \frac{2}{3} \),"i think this because,2/3x5=10/15 divided by 5=5 2/3",False_Neither,NA
18239,32833,Calculate \( \frac{2}{3} \times 5 \),\( 5 \frac{2}{3} \),i think this is the answer because 5x2=10 and 3x1=3,False_Neither,NA
18240,32833,Calculate \( \frac{2}{3} \times 5 \),\( 5 \frac{2}{3} \),i thinkk this because it makes sense.,False_Neither,NA
18241,32833,Calculate \( \frac{2}{3} \times 5 \),\( 5 \frac{2}{3} \),i timsed  it and got the answer,False_Neither,NA
18242,32833,Calculate \( \frac{2}{3} \times 5 \),\( 5 \frac{2}{3} \),"if you multiply 2 by 5, it becomes 10, thenn you",False_Neither,NA
18243,32833,Calculate \( \frac{2}{3} \times 5 \),\( 5 \frac{2}{3} \),if you multiply 3x5=15 and 5x2 =10 then yiur answer is 10/15.,False_Misconception,Duplication
18244,32833,Calculate \( \frac{2}{3} \times 5 \),\( 5 \frac{2}{3} \),im not sure if i multiply both or not,False_Neither,NA
18245,32833,Calculate \( \frac{2}{3} \times 5 \),\( 5 \frac{2}{3} \),it is in a proper fraction,False_Neither,NA
18246,32833,Calculate \( \frac{2}{3} \times 5 \),\( 5 \frac{2}{3} \),it is in a properr fraction,False_Neither,NA
18247,32833,Calculate \( \frac{2}{3} \times 5 \),\( 5 \frac{2}{3} \),it is this answer because if you x 2 by 5 it becomes 10 then you,False_Neither,NA
18248,32833,Calculate \( \frac{2}{3} \times 5 \),\( 5 \frac{2}{3} \),it will be 10/3 and that is an improper fraction,False_Neither,NA
18249,32833,Calculate \( \frac{2}{3} \times 5 \),\( 5 \frac{2}{3} \),reason why i think it is because if you have five times it by five so 23 would be it would be  5/13suppose you’re busy just times in it right number,False_Neither,NA
18250,32833,Calculate \( \frac{2}{3} \times 5 \),\( 5 \frac{2}{3} \),so 5 times 3 equals 15 and then there are three ways to get 17 in that number.,False_Neither,NA
18251,32833,Calculate \( \frac{2}{3} \times 5 \),\( 5 \frac{2}{3} \),therefore it will be an improper fraction.,False_Neither,NA
18252,32833,Calculate \( \frac{2}{3} \times 5 \),\( 5 \frac{2}{3} \),when you multiply a fraction the bottom one stays just as it is and then the top gets multiplied.,False_Correct,NA
18253,32833,Calculate \( \frac{2}{3} \times 5 \),\( 5 \frac{2}{3} \),you add the 5 and 2 / 3,False_Misconception,Wrong_Operation
18254,32833,Calculate \( \frac{2}{3} \times 5 \),\( 5 \frac{2}{3} \),you can turn the number into an improper fraction,False_Neither,NA
18255,32833,Calculate \( \frac{2}{3} \times 5 \),\( 5 \frac{2}{3} \),you put 5 as a whole number than you put the 3 down as a the denominator.,False_Neither,NA
18256,32833,Calculate \( \frac{2}{3} \times 5 \),\( \frac{10}{15} \),'Cause you have to convert it.,False_Neither,NA
18257,32833,Calculate \( \frac{2}{3} \times 5 \),\( \frac{10}{15} \),1 over 15 is 10 0ver 15. which is answer a.,False_Neither,NA
18258,32833,Calculate \( \frac{2}{3} \times 5 \),\( \frac{10}{15} \),10 * 2 = 20 and 5x3=15 so put 10 over 15 it would be 10/15.,False_Neither,NA
18259,32833,Calculate \( \frac{2}{3} \times 5 \),\( \frac{10}{15} \),10 * 5 = 50 and 3x5=15 so it would be ten 15s.,False_Neither,NA
18260,32833,Calculate \( \frac{2}{3} \times 5 \),\( \frac{10}{15} \),"10 + 15 = 20 because 2x5 is 10. 3x5, which is a factor of 15, so it hass to be at least 10, since two factors are greater than one.",False_Neither,NA
18261,32833,Calculate \( \frac{2}{3} \times 5 \),\( \frac{10}{15} \),10 and 3 x5 is 15 so together is 1 over 10.,False_Neither,NA
18262,32833,Calculate \( \frac{2}{3} \times 5 \),\( \frac{10}{15} \),"10 x 2 = 20, 3 x 5 is 15, so it wiuld be 15 * 20.",False_Neither,NA
18263,32833,Calculate \( \frac{2}{3} \times 5 \),\( \frac{10}{15} \),"10 x 3 = 15 and 5 y = 10, so the answer is 10.",False_Neither,NA
18264,32833,Calculate \( \frac{2}{3} \times 5 \),\( \frac{10}{15} \),10-15 because it is like the same,False_Neither,NA
18265,32833,Calculate \( \frac{2}{3} \times 5 \),\( \frac{10}{15} \),1015 times the whoke number by the fraction both nominator and denominator,False_Misconception,Duplication
18266,32833,Calculate \( \frac{2}{3} \times 5 \),\( \frac{10}{15} \),2 / 3 times 5 is 10/15.,False_Misconception,Duplication
18267,32833,Calculate \( \frac{2}{3} \times 5 \),\( \frac{10}{15} \),2 / 3 timess 5 equals 10/15. I think this is wrong,False_Misconception,Duplication
18268,32833,Calculate \( \frac{2}{3} \times 5 \),\( \frac{10}{15} \),2 multiplied by 5 is 10 and 3 multiplied by 5 is 15 so it is 10/15,False_Misconception,Duplication
18269,32833,Calculate \( \frac{2}{3} \times 5 \),\( \frac{10}{15} \),2 times 5 =10  and 3 times 5 = 15 .then it would be 10 over 15.,False_Misconception,Duplication
18270,32833,Calculate \( \frac{2}{3} \times 5 \),\( \frac{10}{15} \),"2 times 5 and 3 times 5, is then 15 so I think it is 10 /15",False_Misconception,Duplication
18271,32833,Calculate \( \frac{2}{3} \times 5 \),\( \frac{10}{15} \),2 times 5 equals 10 and 3 ties 5 equals 15 so it is 10/15,False_Misconception,Duplication
18272,32833,Calculate \( \frac{2}{3} \times 5 \),\( \frac{10}{15} \),2 times 5 equals 10 and 3 times 5 equals 15,False_Misconception,Duplication
18273,32833,Calculate \( \frac{2}{3} \times 5 \),\( \frac{10}{15} \),2 times 5 equals 10 and 3 times 5 equals 15.,False_Misconception,Duplication
18274,32833,Calculate \( \frac{2}{3} \times 5 \),\( \frac{10}{15} \),2 times 5 equals 10 and three times five is 15 so u get 10/15.,False_Misconception,Duplication
18275,32833,Calculate \( \frac{2}{3} \times 5 \),\( \frac{10}{15} \),"2 times 5 equals 10, and 3 times 5, so 15 is three times 5.",False_Misconception,Duplication
18276,32833,Calculate \( \frac{2}{3} \times 5 \),\( \frac{10}{15} \),2 times 5 is 10  and 3 times 5 is 15,False_Misconception,Duplication
18277,32833,Calculate \( \frac{2}{3} \times 5 \),\( \frac{10}{15} \),2 times 5 is 10 and 3 times 5 is 15,False_Misconception,Duplication
18278,32833,Calculate \( \frac{2}{3} \times 5 \),\( \frac{10}{15} \),2 times 5 is 10 and 3 times 5 is 15,False_Misconception,Duplication
18279,32833,Calculate \( \frac{2}{3} \times 5 \),\( \frac{10}{15} \),2 times 5 is 10 and 3 times 5 is 15,False_Misconception,Duplication
18280,32833,Calculate \( \frac{2}{3} \times 5 \),\( \frac{10}{15} \),2 times 5 is 10 and 3 times 5 is 15,False_Misconception,Duplication
18281,32833,Calculate \( \frac{2}{3} \times 5 \),\( \frac{10}{15} \),2 times 5 is 10 and 3 times 5 is 15,False_Misconception,Duplication
18282,32833,Calculate \( \frac{2}{3} \times 5 \),\( \frac{10}{15} \),2 times 5 is 10 and 3 times 5 is 15,False_Misconception,Duplication
18283,32833,Calculate \( \frac{2}{3} \times 5 \),\( \frac{10}{15} \),2 times 5 is 10 and 3 times 5 is 15,False_Misconception,Duplication
18284,32833,Calculate \( \frac{2}{3} \times 5 \),\( \frac{10}{15} \),2 times 5 is 10 and 3 times 5 is 15,False_Misconception,Duplication
18285,32833,Calculate \( \frac{2}{3} \times 5 \),\( \frac{10}{15} \),2 times 5 is 10 and 3 times 5 is 15,False_Misconception,Duplication
18286,32833,Calculate \( \frac{2}{3} \times 5 \),\( \frac{10}{15} \),2 times 5 is 10 and 3 times 5 is 15.,False_Misconception,Duplication
18287,32833,Calculate \( \frac{2}{3} \times 5 \),\( \frac{10}{15} \),2 times 5 is 10 then 3 times 5 is 15,False_Misconception,Duplication
18288,32833,Calculate \( \frac{2}{3} \times 5 \),\( \frac{10}{15} \),2 times 5 is ten and 3 times 5 is 15,False_Misconception,Duplication
18289,32833,Calculate \( \frac{2}{3} \times 5 \),\( \frac{10}{15} \),"2 times 5 then 3 times 5, then you will get the answer.",False_Misconception,Duplication
18290,32833,Calculate \( \frac{2}{3} \times 5 \),\( \frac{10}{15} \),2 times by 5 equals 10 and 3 times by 5 equals 15 so its ten fifthteens,False_Misconception,Duplication
18291,32833,Calculate \( \frac{2}{3} \times 5 \),\( \frac{10}{15} \),"2 x 3 = 10 5 - 1 = 10, so the numerator is 10 and the denominator 15",False_Neither,NA
18292,32833,Calculate \( \frac{2}{3} \times 5 \),\( \frac{10}{15} \),"2 x 5 = 10
3 x 5 = 15
therefore it is 10 fifteenths",False_Misconception,Duplication
18293,32833,Calculate \( \frac{2}{3} \times 5 \),\( \frac{10}{15} \),2 x 5 = 10 & 3 x 5 = 15. the answer is 10/15.,False_Misconception,Duplication
18294,32833,Calculate \( \frac{2}{3} \times 5 \),\( \frac{10}{15} \),2 x 5 = 10 3 x 5= 15 so the answer is 10.,False_Misconception,Duplication
18295,32833,Calculate \( \frac{2}{3} \times 5 \),\( \frac{10}{15} \),2 x 5 = 10 and 3 X 5=15 so you get 10 + 15,False_Misconception,Duplication
18296,32833,Calculate \( \frac{2}{3} \times 5 \),\( \frac{10}{15} \),2 x 5 = 10 and 3 x 5 = 15 so it is 10/15.,False_Misconception,Duplication
18297,32833,Calculate \( \frac{2}{3} \times 5 \),\( \frac{10}{15} \),2 x 5 = 10 and 3 x 5 = 15 so put it together and it is 10/15,False_Misconception,Duplication
18298,32833,Calculate \( \frac{2}{3} \times 5 \),\( \frac{10}{15} \),"2 x 5 = 10, 3 x 5 is 15, so 10 + 15 = 15.",False_Misconception,Duplication
18299,32833,Calculate \( \frac{2}{3} \times 5 \),\( \frac{10}{15} \),2 x 5 equals 10 and 3 x 5 equals 15 the answer is 10/15,False_Misconception,Duplication
18300,32833,Calculate \( \frac{2}{3} \times 5 \),\( \frac{10}{15} \),"2 x 5 is 10
3 x 5 is 15 
so 10/15",False_Misconception,Duplication
18301,32833,Calculate \( \frac{2}{3} \times 5 \),\( \frac{10}{15} \),2 x 5 is 10 and 3 x 5 5 it must be 10/15,False_Misconception,Duplication
18302,32833,Calculate \( \frac{2}{3} \times 5 \),\( \frac{10}{15} \),"2 x 5 is 10 and 3 x 5 = 15, so you have to add 10.",False_Misconception,Duplication
18303,32833,Calculate \( \frac{2}{3} \times 5 \),\( \frac{10}{15} \),2 x 5 is 10 and 3 x 5 is 15,False_Misconception,Duplication
18304,32833,Calculate \( \frac{2}{3} \times 5 \),\( \frac{10}{15} \),2 x 5 is 10 and 3 x 5 is 15,False_Misconception,Duplication
18305,32833,Calculate \( \frac{2}{3} \times 5 \),\( \frac{10}{15} \),2 x 5 is 10 and 3 x 5 is 15 so i believe the answer is 10/15,False_Misconception,Duplication
18306,32833,Calculate \( \frac{2}{3} \times 5 \),\( \frac{10}{15} \),2 x 5 is 10 and 3 x 5 is 15 so it must be 10/15,False_Misconception,Duplication
18307,32833,Calculate \( \frac{2}{3} \times 5 \),\( \frac{10}{15} \),2 x 5 is 10 and 3 x 5 is 15. so the answer is 10/15.,False_Misconception,Duplication
18308,32833,Calculate \( \frac{2}{3} \times 5 \),\( \frac{10}{15} \),2 x 5 is 10 and three times 5 is 15.,False_Misconception,Duplication
18309,32833,Calculate \( \frac{2}{3} \times 5 \),\( \frac{10}{15} \),"2 x 5 is 10, amd 3 x 5 = 15.",False_Misconception,Duplication
18310,32833,Calculate \( \frac{2}{3} \times 5 \),\( \frac{10}{15} \),2 x 5=10 and 3 X 5 =15 so it would be.,False_Misconception,Duplication
18311,32833,Calculate \( \frac{2}{3} \times 5 \),\( \frac{10}{15} \),2 x 5=10 and 3 x 5=15 so it would be a,False_Misconception,Duplication
18312,32833,Calculate \( \frac{2}{3} \times 5 \),\( \frac{10}{15} \),2 x5 is 10 and then 3x5 is 15 so it's 10 over 15,False_Misconception,Duplication
18313,32833,Calculate \( \frac{2}{3} \times 5 \),\( \frac{10}{15} \),2*5=10. 3*5=15. so it should be 10 0ver 15 which is answer a.,False_Misconception,Duplication
18314,32833,Calculate \( \frac{2}{3} \times 5 \),\( \frac{10}{15} \),2/3 x 5 = 10/15 times the whole number by the fraction both nominator and denominator,False_Misconception,Duplication
18315,32833,Calculate \( \frac{2}{3} \times 5 \),\( \frac{10}{15} \),"2/3 x 5 equals 10/15 because 5 turns into 5/1 as a fraction which then makes the equation 
2/3 x 5/1 = 10/15",False_Misconception,Duplication
18316,32833,Calculate \( \frac{2}{3} \times 5 \),\( \frac{10}{15} \),2/3 x 5 equals 10/15. This is because the number 5 turns into 5/1 as a fraction which then makes the equation 2 1/3 X 5 = 10-15.,False_Misconception,Duplication
18317,32833,Calculate \( \frac{2}{3} \times 5 \),\( \frac{10}{15} \),"2/3 x 5= 10/15
working out:
2x5=10
5x3=15
10 as numerator 
and 15 as denominator",False_Misconception,Duplication
18318,32833,Calculate \( \frac{2}{3} \times 5 \),\( \frac{10}{15} \),"25 = 10, then 35, equal 15,",False_Misconception,Duplication
18319,32833,Calculate \( \frac{2}{3} \times 5 \),\( \frac{10}{15} \),2times5 then 3 times 5 then you will get the answer,False_Misconception,Duplication
18320,32833,Calculate \( \frac{2}{3} \times 5 \),\( \frac{10}{15} \),"2x5=10 
3x5=15 
(always put the behest on the bottom and smallest on the top=10 over 15)",False_Misconception,Duplication
18321,32833,Calculate \( \frac{2}{3} \times 5 \),\( \frac{10}{15} \),"2x5=10 
3x5=15 
so if you put the numerator and denominator together it is ten over fifteen",False_Misconception,Duplication
18322,32833,Calculate \( \frac{2}{3} \times 5 \),\( \frac{10}{15} \),2x5=10 3x 5=15 (always put the behest on the bottom and smallest on top = 10 ovrr 15),False_Misconception,Duplication
18323,32833,Calculate \( \frac{2}{3} \times 5 \),\( \frac{10}{15} \),2x5=10 3x 5=15 10/15,False_Misconception,Duplication
18324,32833,Calculate \( \frac{2}{3} \times 5 \),\( \frac{10}{15} \),2x5=10 and 3x5.=15 10/15 which is equal to 2/3 yeah i think thats nott right,False_Misconception,Duplication
18325,32833,Calculate \( \frac{2}{3} \times 5 \),\( \frac{10}{15} \),2x5=10 and 3x5=15          10/15 which is equal to 2/3 yeah i think thats not right,False_Misconception,Duplication
18326,32833,Calculate \( \frac{2}{3} \times 5 \),\( \frac{10}{15} \),2x5=10 and three times five equals fifteen so u get 10/15,False_Misconception,Duplication
18327,32833,Calculate \( \frac{2}{3} \times 5 \),\( \frac{10}{15} \),2x5=10 over 3x5=15. so therefore your answer is 10/15,False_Misconception,Duplication
18328,32833,Calculate \( \frac{2}{3} \times 5 \),\( \frac{10}{15} \),"2x5=10 then 3x5, it equals 10/15",False_Misconception,Duplication
18329,32833,Calculate \( \frac{2}{3} \times 5 \),\( \frac{10}{15} \),"2x5=10, and 3x5=15, so the fraction is 10/15",False_Misconception,Duplication
18330,32833,Calculate \( \frac{2}{3} \times 5 \),\( \frac{10}{15} \),3 times 5 equals 15 and 2 times 5 is 10 so it is 10/15,False_Misconception,Duplication
18331,32833,Calculate \( \frac{2}{3} \times 5 \),\( \frac{10}{15} \),3 times 5 is 15 and 2 times 5 is 10,False_Misconception,Duplication
18332,32833,Calculate \( \frac{2}{3} \times 5 \),\( \frac{10}{15} \),"3 times 5 is 15 and 2 times 5, so it's equal to 10.",False_Misconception,Duplication
18333,32833,Calculate \( \frac{2}{3} \times 5 \),\( \frac{10}{15} \),"3 times 5 is 15 so 2 times 5, which is 10, equals 10.",False_Misconception,Duplication
18334,32833,Calculate \( \frac{2}{3} \times 5 \),\( \frac{10}{15} \),"3 times 5 is 15, so 2 times that number is 10. then, you can see thee difference between those two numbers: 10 and 15.",False_Misconception,Duplication
18335,32833,Calculate \( \frac{2}{3} \times 5 \),\( \frac{10}{15} \),3 times five is fifteen so that's out as a fraction of 10/15 whuch is 10%.,False_Misconception,Duplication
18336,32833,Calculate \( \frac{2}{3} \times 5 \),\( \frac{10}{15} \),3 times t is 15 do the same to you the numerator 2 test 5 which is ten then you have your answer 10/15,False_Misconception,Duplication
18337,32833,Calculate \( \frac{2}{3} \times 5 \),\( \frac{10}{15} \),3 timess 5 is 15 so 2 times five = 10 and three times Five = 15.,False_Misconception,Duplication
18338,32833,Calculate \( \frac{2}{3} \times 5 \),\( \frac{10}{15} \),"3 tins of 5 are 3, 2  5 is 5, and 6 – 15 = 6. therefore the answer is 4.",False_Neither,NA
18339,32833,Calculate \( \frac{2}{3} \times 5 \),\( \frac{10}{15} \),"3 x 5 = 15 and 2 X 5 is 10, so it's 10 * 15 = 150.",False_Misconception,Duplication
18340,32833,Calculate \( \frac{2}{3} \times 5 \),\( \frac{10}{15} \),3 x 5 = 15 and 2 x 5 = 10 so it is 10/15,False_Misconception,Duplication
18341,32833,Calculate \( \frac{2}{3} \times 5 \),\( \frac{10}{15} \),3 x 5 is 15 and 2 x 5 equals 10.,False_Misconception,Duplication
18342,32833,Calculate \( \frac{2}{3} \times 5 \),\( \frac{10}{15} \),3 x 5 is 15 and 2 x 5 is 10,False_Misconception,Inversion
18343,32833,Calculate \( \frac{2}{3} \times 5 \),\( \frac{10}{15} \),3 x 5 is 15 and 2 x 5 is 10,False_Misconception,Duplication
18344,32833,Calculate \( \frac{2}{3} \times 5 \),\( \frac{10}{15} \),"3 x 5 is 15 and 2 x 5 is 10. therefor, it is 10 15ths",False_Misconception,Duplication
18345,32833,Calculate \( \frac{2}{3} \times 5 \),\( \frac{10}{15} \),3 x 5 is 15 andd 2 X 5 = 10.,False_Misconception,Duplication
18346,32833,Calculate \( \frac{2}{3} \times 5 \),\( \frac{10}{15} \),"30/3 is an improper fraction which meams it's half of what you would expect it to be, so",False_Neither,NA
18347,32833,Calculate \( \frac{2}{3} \times 5 \),\( \frac{10}{15} \),3x5 is 15 thats the denominator and 2x5 is 10 thats the numerator so its 10/15,False_Misconception,Duplication
18348,32833,Calculate \( \frac{2}{3} \times 5 \),\( \frac{10}{15} \),3x5=15 amd 2x5..........,False_Misconception,Duplication
18349,32833,Calculate \( \frac{2}{3} \times 5 \),\( \frac{10}{15} \),3x5=15 then you get 10/15,False_Neither,NA
18350,32833,Calculate \( \frac{2}{3} \times 5 \),\( \frac{10}{15} \),5 becomes 1 / 5. you then divide across.,False_Neither,NA
18351,32833,Calculate \( \frac{2}{3} \times 5 \),\( \frac{10}{15} \),5 becomes 5/1. you then divide across. you then get the answer of 3 1/3.,False_Neither,NA
18352,32833,Calculate \( \frac{2}{3} \times 5 \),\( \frac{10}{15} \),5 timed 2 is 10 and x3 is 15.,False_Misconception,Duplication
18353,32833,Calculate \( \frac{2}{3} \times 5 \),\( \frac{10}{15} \),"5 timed 2 is 10, three times five is fifteen.",False_Misconception,Duplication
18354,32833,Calculate \( \frac{2}{3} \times 5 \),\( \frac{10}{15} \),5 times 2 is 10 (numerator) and 3 times 5 is 15 (denominator) so you get 10/15,False_Misconception,Duplication
18355,32833,Calculate \( \frac{2}{3} \times 5 \),\( \frac{10}{15} \),5 times 2 is 10 5 times 3 is 15 so the answer is 10/15,False_Misconception,Duplication
18356,32833,Calculate \( \frac{2}{3} \times 5 \),\( \frac{10}{15} \),5 times 2 is 10 amd 3 times 5 is 15.,False_Misconception,Duplication
18357,32833,Calculate \( \frac{2}{3} \times 5 \),\( \frac{10}{15} \),5 times 2 is 10 and 3 times 5 is 15,False_Misconception,Duplication
18358,32833,Calculate \( \frac{2}{3} \times 5 \),\( \frac{10}{15} \),"5 times 2 is 10 and 3 times 5 is 15, so you get 15 - 10.",False_Misconception,Duplication
18359,32833,Calculate \( \frac{2}{3} \times 5 \),\( \frac{10}{15} \),"5 times 2 is 10, and 3 times 5 is 15.",False_Misconception,Duplication
18360,32833,Calculate \( \frac{2}{3} \times 5 \),\( \frac{10}{15} \),5 times 3 equal 15 and 5 x 2 is 10,False_Misconception,Duplication
18361,32833,Calculate \( \frac{2}{3} \times 5 \),\( \frac{10}{15} \),5 times 3 is 15 amd 5 multiplied by 2 equals 10.,False_Misconception,Duplication
18362,32833,Calculate \( \frac{2}{3} \times 5 \),\( \frac{10}{15} \),5 times 3 is 15 and 5 times 2 is 10,False_Misconception,Duplication
18363,32833,Calculate \( \frac{2}{3} \times 5 \),\( \frac{10}{15} \),5 times 3 is 15 and 5 times 2 it 10,False_Misconception,Duplication
18364,32833,Calculate \( \frac{2}{3} \times 5 \),\( \frac{10}{15} \),"5 times 3 is 15, and 10 times 2 is 5.",False_Misconception,Duplication
18365,32833,Calculate \( \frac{2}{3} \times 5 \),\( \frac{10}{15} \),5 times by 2 is 10 and 5 times 3 is 15,False_Misconception,Duplication
18366,32833,Calculate \( \frac{2}{3} \times 5 \),\( \frac{10}{15} \),5 times two is 10 3 times 5 is fifteen,False_Misconception,Duplication
18367,32833,Calculate \( \frac{2}{3} \times 5 \),\( \frac{10}{15} \),5 tins 3 is 15 and 2 tins 5 ts 6 so the answer is 6/15,False_Neither,NA
18368,32833,Calculate \( \frac{2}{3} \times 5 \),\( \frac{10}{15} \),5 x 2 = 10 and 5 x 3 = 15 so the answer is 10/15.,False_Misconception,Duplication
18369,32833,Calculate \( \frac{2}{3} \times 5 \),\( \frac{10}{15} \),5 x 2 is ten and x3 is 15,False_Misconception,Duplication
18370,32833,Calculate \( \frac{2}{3} \times 5 \),\( \frac{10}{15} \),5 x each number is the answer andd then because there is no lef5 it’s just that as a fraction,False_Neither,NA
18371,32833,Calculate \( \frac{2}{3} \times 5 \),\( \frac{10}{15} \),5 x each number is the awnser and then because there is no lef5 it’s just that as a fraction,False_Misconception,Duplication
18372,32833,Calculate \( \frac{2}{3} \times 5 \),\( \frac{10}{15} \),5x2=10 and 3x5=15 so it would be 10 15s,False_Misconception,Duplication
18373,32833,Calculate \( \frac{2}{3} \times 5 \),\( \frac{10}{15} \),5x2=10 and 5x3=15 so it would be 10/15,False_Misconception,Duplication
18374,32833,Calculate \( \frac{2}{3} \times 5 \),\( \frac{10}{15} \),"Because 2 timrs 5 equals 10, and 3 times 5, which is 15, so it would be 10/15.",False_Misconception,Duplication
18375,32833,Calculate \( \frac{2}{3} \times 5 \),\( \frac{10}{15} \),"Because 2 x 5= 10 and 3 X 5 = 15, so it is 15 + 10.",False_Misconception,Duplication
